M, u(M), chi(M), m(M)
847, -0.36, 1.96, 0.28
848, -0.44, 1, 0.2
849, -0.44, 0.04, 0.04
850, -0.36, 0.64, 0.16
851, -0.36, 3.24, 0.36
852, -0.44, 5.76, 0.48
853, -0.76, 5.76, 0.48
854, -0.6, 3.24, 0.36
855, -0.6, 3.24, 0.36
856, -0.44, 4, 0.4
857, -0.44, 2.56, 0.32
858, -0.52, 5.76, 0.48
859, -0.44, 0.64, 0.16
860, -0.44, 1.44, 0.24
861, -0.76, 4, 0.4
862, -0.76, 4.84, 0.44
863, -0.6, 10.24, 0.64
864, -0.68, 10.24, 0.64
865, -0.52, 6.76, 0.52
866, -0.44, 0.64, 0.16
867, -0.28, 0, 0
868, -0.36, 0.16, -0.08
869, -0.44, 4, -0.4
870, -0.2, 0.64, -0.16
871, -0.12, 0.36, -0.12
872, -0.52, 0.36, -0.12
873, -0.52, 0.36, 0.12
874, -0.52, 0.04, -0.04
875, -0.52, 0.36, -0.12
876, -0.52, 1.44, -0.24
877, -0.6, 0.36, -0.12
878, -0.52, 1.96, -0.28
879, -0.44, 1.96, -0.28
880, -0.44, 3.24, -0.36
881, -0.52, 5.76, -0.48
882, -0.6, 1.44, -0.24
883, -0.2, 0.36, -0.12
884, -0.36, 2.56, -0.32
885, -0.28, 1.44, -0.24
886, -0.28, 0.16, -0.08
887, -0.6, 6.76, -0.52
888, -0.36, 5.76, -0.48
889, -0.6, 1, -0.2
890, -0.6, 3.24, -0.36
891, -0.36, 4, -0.4
892, -0.52, 4.84, -0.44
893, -0.52, 4.84, -0.44
894, -0.36, 1, -0.2
895, -0.36, 0.04, -0.04
896, -0.2, 0.16, -0.08
897, -0.36, 1.44, -0.24
898, -0.6, 0.16, -0.08
899, -0.44, 1, -0.2
900, -0.52, 4, -0.4
901, -0.6, 1.96, -0.28
902, -0.52, 6.76, -0.52
903, -0.44, 2.56, -0.32
904, -0.44, 2.56, -0.32
905, -0.36, 0.36, -0.12
906, -0.36, 0.36, 0.12
907, -0.44, 0, 0
908, -0.2, 0.04, 0.04
909, -0.6, 0, 0
910, -0.36, 1.96, -0.28
911, -0.52, 0.64, -0.16
912, -0.6, 1.44, 0.24
913, -0.36, 1.44, 0.24
914, -0.44, 2.56, 0.32
915, -0.6, 2.56, 0.32
916, -0.6, 0.16, 0.08
917, -0.52, 0.04, -0.04
918, -0.6, 0.64, -0.16
919, -0.52, 0.16, -0.08
920, -0.44, 4, -0.4
921, -0.52, 0.64, -0.16
922, -0.44, 0.04, -0.04
923, -0.2, 0.04, -0.04
924, -0.6, 1.96, -0.28
925, -0.6, 0.36, -0.12
926, -0.36, 0.64, -0.16
927, -0.28, 1.44, -0.24
928, -0.28, 1, -0.2
929, -0.36, 0.36, -0.12
930, -0.6, 1, 0.2
931, -0.6, 2.56, 0.32
932, -0.52, 0.16, -0.08
933, -0.6, 0.04, -0.04
934, -0.52, 0.36, -0.12
935, -0.28, 0.04, 0.04
936, -0.44, 1.44, 0.24
937, -0.44, 4, 0.4
938, -0.2, 0.36, 0.12
939, -0.52, 1, 0.2
940, -0.28, 0, 0
941, -0.2, 0.04, -0.04
942, -0.36, 0.16, -0.08
943, -0.36, 0, 0
944, -0.44, 0, 0
945, -0.36, 3.24, -0.36
946, -0.44, 5.76, -0.48
947, -0.12, 0, 0
948, -0.28, 0.16, 0.08
949, -0.52, 3.24, 0.36
950, -0.28, 0.16, -0.08
951, -0.28, 0.36, 0.12
952, -0.52, 0.04, 0.04
953, -0.28, 0.64, 0.16
954, -0.36, 0.04, -0.04
955, -0.28, 1.44, 0.24
956, -0.52, 0.64, 0.16
957, -0.44, 1, 0.2
958, -0.44, 0.36, 0.12
959, -0.52, 0.16, 0.08
960, -0.44, 0.16, 0.08
961, -0.52, 1.96, -0.28
962, -0.6, 3.24, -0.36
963, -0.44, 0.64, -0.16
964, -0.44, 0.16, 0.08
965, -0.44, 0.16, 0.08
966, -0.2, 0, 0
967, -0.2, 0.16, -0.08
968, -0.6, 0.36, -0.12
969, -0.52, 0.16, -0.08
970, -0.68, 1, 0.2
971, -0.52, 0.16, -0.08
972, -0.52, 1, 0.2
973, -0.52, 0.64, 0.16
974, -0.28, 1, -0.2
975, -0.68, 0.36, -0.12
976, -0.44, 0.16, -0.08
977, -0.44, 0.16, 0.08
978, -0.44, 1.44, -0.24
979, -0.36, 1, -0.2
980, -0.36, 0.64, -0.16
981, -0.28, 5.76, -0.48
982, -0.36, 1, -0.2
983, -0.52, 0.04, -0.04
984, -0.52, 0.04, 0.04
985, -0.36, 1.96, 0.28
986, -0.44, 0.04, 0.04
987, -0.52, 0.04, 0.04
988, -0.2, 0.16, 0.08
989, -0.44, 0.16, 0.08
990, -0.52, 2.56, 0.32
991, -0.36, 4.84, 0.44
992, -0.52, 1, 0.2
993, -0.6, 0.16, 0.08
994, -0.52, 0.04, -0.04
995, -0.6, 1, -0.2
996, -0.52, 1.96, -0.28
997, -0.44, 6.76, -0.52
998, -0.68, 5.76, -0.48
999, -0.68, 9, -0.6
1000, -0.44, 4.84, -0.44
1001, -0.52, 5.76, -0.48
1002, -0.68, 5.76, -0.48
1003, -0.28, 0.16, -0.08
1004, -0.44, 0.04, -0.04
1005, -0.44, 1, 0.2
1006, -0.36, 2.56, 0.32
1007, -0.6, 1.44, 0.24
1008, -0.6, 7.84, 0.56
1009, -0.6, 4, 0.4
1010, -0.44, 0.36, 0.12
1011, -0.44, 0.36, -0.12
1012, -0.76, 0.64, -0.16
1013, -0.6, 1.44, -0.24
1014, -0.36, 0.16, -0.08
1015, -0.6, 3.24, -0.36
1016, -0.6, 1, -0.2
1017, -0.68, 4, -0.4
1018, -0.44, 2.56, -0.32
1019, -0.6, 5.76, -0.48
1020, -0.68, 4, -0.4
1021, -0.44, 1, -0.2
1022, -0.6, 1.44, -0.24
1023, -0.44, 1, -0.2
1024, -0.28, 1.44, -0.24
1025, -0.2, 0.16, 0.08
1026, -0.28, 1, -0.2
1027, -0.68, 0.36, -0.12
1028, -0.6, 0.16, -0.08
1029, -0.44, 1.44, -0.24
1030, -0.12, 0.64, -0.16
1031, -0.6, 0, 0
1032, -0.28, 0.04, -0.04
1033, -0.28, 0.16, 0.08
1034, -0.28, 1, -0.2
1035, -0.36, 2.56, -0.32
1036, -0.52, 0.64, -0.16
1037, -0.44, 0.36, -0.12
1038, -0.52, 3.24, 0.36
1039, -0.44, 0.36, 0.12
1040, -0.52, 1.44, 0.24
1041, -0.52, 0.64, 0.16
1042, -0.6, 1, 0.2
1043, -0.52, 3.24, 0.36
1044, -0.6, 0.04, 0.04
1045, -0.6, 0.16, -0.08
1046, -0.36, 0.16, -0.08
1047, -0.44, 0, 0
1048, -0.28, 1.44, 0.24
1049, -0.28, 0.64, 0.16
1050, -0.52, 2.56, 0.32
1051, -0.2, 0.16, 0.08
1052, -0.44, 1.44, 0.24
1053, -0.6, 0.16, 0.08
1054, -0.52, 0.16, 0.08
1055, -0.44, 0.16, -0.08
1056, -0.52, 0.16, 0.08
1057, -0.52, 0.04, -0.04
1058, -0.68, 0.04, -0.04
1059, -0.6, 0.16, 0.08
1060, -0.6, 0.36, -0.12
1061, -0.52, 0.16, 0.08
1062, -0.44, 0.36, 0.12
1063, -0.6, 0, 0
1064, -0.52, 1, 0.2
1065, -0.44, 7.84, 0.56
1066, -0.6, 0.36, 0.12
1067, -0.6, 0.36, 0.12
1068, -0.36, 0, 0
1069, -0.68, 0.04, 0.04
1070, -0.68, 0.36, -0.12
1071, -0.44, 1.96, -0.28
1072, -0.28, 2.56, -0.32
1073, -0.6, 9, -0.6
1074, -0.44, 7.84, -0.56
1075, -0.52, 0.64, -0.16
1076, -0.44, 0.16, -0.08
1077, -0.6, 1, -0.2
1078, -0.68, 0.16, -0.08
1079, -0.44, 1, -0.2
1080, -0.68, 0, 0
1081, -0.36, 0.04, -0.04
1082, -0.6, 0.16, -0.08
1083, -0.52, 0.64, -0.16
1084, -0.44, 0.04, 0.04
1085, -0.28, 1, -0.2
1086, -0.44, 0.36, 0.12
1087, -0.36, 0.64, 0.16
1088, -0.52, 3.24, 0.36
1089, -0.44, 3.24, 0.36
1090, -0.28, 2.56, 0.32
1091, -0.44, 0, 0
1092, -0.36, 1.44, -0.24
1093, -0.36, 1.96, -0.28
1094, -0.76, 1.96, -0.28
1095, -0.52, 2.56, -0.32
1096, -0.6, 0.36, -0.12
1097, -0.28, 1.96, -0.28
1098, -0.36, 2.56, -0.32
1099, -0.52, 0.16, 0.08
1100, -0.52, 0.64, 0.16
1101, -0.6, 3.24, 0.36
1102, -0.6, 0.16, 0.08
1103, -0.28, 0.16, 0.08
1104, -0.36, 0.16, 0.08
1105, -0.12, 0, 0
1106, -0.28, 0.04, -0.04
1107, -0.44, 0, 0
1108, -0.52, 0.64, -0.16
1109, -0.68, 0, 0
1110, -0.52, 1.96, -0.28
1111, -0.44, 0.04, -0.04
1112, -0.52, 0.64, 0.16
1113, -0.36, 0.36, 0.12
1114, -0.36, 0.04, -0.04
1115, -0.68, 0.16, -0.08
1116, -0.68, 1, 0.2
1117, -0.52, 0, 0
1118, -0.52, 0.36, -0.12
1119, -0.52, 0.36, 0.12
1120, -0.68, 0.04, 0.04
1121, -0.44, 0.64, 0.16
1122, -0.36, 4, -0.4
1123, -0.52, 1.44, -0.24
1124, -0.68, 1.44, -0.24
1125, -0.52, 2.56, -0.32
1126, -0.36, 0, 0
1127, -0.6, 0.16, -0.08
1128, -0.52, 0.16, -0.08
1129, -0.68, 1.44, 0.24
1130, -0.52, 0.16, 0.08
1131, -0.36, 0, 0
1132, -0.44, 1, -0.2
1133, -0.44, 0.04, 0.04
1134, -0.36, 1.44, 0.24
1135, -0.28, 0.16, -0.08
1136, -0.2, 0.64, 0.16
1137, -0.36, 5.76, 0.48
1138, -0.52, 5.76, 0.48
1139, -0.52, 0.64, 0.16
1140, -0.28, 0.16, 0.08
1141, -0.6, 0.16, 0.08
1142, -0.52, 0.04, 0.04
1143, -0.44, 1.96, -0.28
1144, -0.6, 0.04, -0.04
1145, -0.6, 4.84, 0.44
1146, -0.52, 4.84, 0.44
1147, -0.52, 2.56, 0.32
1148, -0.44, 0.64, 0.16
1149, -0.44, 0, 0
1150, -0.76, 1.96, -0.28
1151, -0.6, 0.36, -0.12
1152, -0.6, 0.16, -0.08
1153, -0.52, 0.04, 0.04
1154, -0.6, 1, 0.2
1155, -0.6, 0.16, 0.08
1156, -0.36, 0.36, 0.12
1157, -0.44, 1, 0.2
1158, -0.52, 0, 0
1159, -0.12, 0, 0
1160, -0.36, 0.16, 0.08
1161, -0.6, 1, 0.2
1162, -0.44, 0.36, -0.12
1163, -0.44, 1, -0.2
1164, -0.36, 0.16, -0.08
1165, -0.44, 0, 0
1166, -0.52, 0.04, 0.04
1167, -0.44, 0.64, -0.16
1168, -0.28, 0.64, -0.16
1169, -0.44, 1.44, -0.24
1170, -0.6, 9, -0.6
1171, -0.6, 9, -0.6
1172, -0.6, 5.76, -0.48
1173, -0.44, 5.76, -0.48
1174, -0.36, 0.64, -0.16
1175, -0.44, 0, 0
1176, -0.52, 0.64, 0.16
1177, -0.52, 1.44, 0.24
1178, -0.28, 1.44, 0.24
1179, -0.52, 0.16, 0.08
1180, -0.36, 0, 0
1181, -0.6, 0.04, 0.04
1182, -0.52, 1.44, 0.24
1183, -0.52, 1.44, 0.24
1184, -0.6, 3.24, 0.36
1185, -0.76, 6.76, 0.52
1186, -0.6, 2.56, 0.32
1187, -0.52, 1.44, 0.24
1188, -0.44, 1.96, 0.28
1189, -0.36, 3.24, 0.36
1190, -0.6, 4.84, 0.44
1191, -0.44, 2.56, 0.32
1192, -0.44, 1.96, -0.28
1193, -0.44, 1.44, 0.24
1194, -0.44, 3.24, 0.36
1195, -0.28, 1, 0.2
1196, -0.36, 0.36, 0.12
1197, -0.52, 0.36, 0.12
1198, -0.6, 0.04, 0.04
1199, -0.6, 0.36, 0.12
1200, -0.6, 0.36, 0.12
1201, -0.52, 0.04, -0.04
1202, -0.44, 0.64, -0.16
1203, -0.28, 0.04, -0.04
1204, -0.44, 1.96, -0.28
1205, -0.44, 0.16, -0.08
1206, -0.44, 1, 0.2
1207, -0.52, 1, 0.2
1208, -0.44, 0.16, 0.08
1209, -0.2, 0.64, 0.16
1210, -0.44, 1, 0.2
1211, -0.44, 1.96, -0.28
1212, -0.36, 0.36, -0.12
1213, -0.36, 0.16, 0.08
1214, -0.52, 0.16, -0.08
1215, -0.28, 0.04, 0.04
1216, -0.44, 0.04, -0.04
1217, -0.52, 0.36, -0.12
1218, -0.28, 0.16, 0.08
1219, -0.36, 1.44, 0.24
1220, -0.36, 1.44, 0.24
1221, -0.52, 0.04, 0.04
1222, -0.36, 0.16, 0.08
1223, -0.28, 0.64, 0.16
1224, -0.12, 2.56, 0.32
1225, -0.36, 0.36, -0.12
1226, -0.36, 0.04, 0.04
1227, -0.28, 0.04, -0.04
1228, -0.44, 0.36, -0.12
1229, -0.36, 1, -0.2
1230, -0.44, 1, -0.2
1231, -0.52, 6.76, -0.52
1232, -0.68, 2.56, -0.32
1233, -0.44, 0.16, -0.08
1234, -0.44, 0.36, 0.12
1235, -0.44, 0.16, 0.08
1236, -0.28, 0.64, 0.16
1237, -0.52, 0.16, -0.08
1238, -0.6, 0.36, 0.12
1239, -0.6, 0.64, 0.16
1240, -0.6, 4.84, 0.44
1241, -0.6, 5.76, 0.48
1242, -0.44, 1, 0.2
1243, -0.52, 1.44, 0.24
1244, -0.6, 1.96, 0.28
1245, -0.68, 6.76, 0.52
1246, -0.52, 1.44, 0.24
1247, -0.36, 0.36, 0.12
1248, -0.44, 1.96, 0.28
1249, -0.6, 3.24, 0.36
1250, -0.36, 1.96, 0.28
1251, -0.44, 0.36, 0.12
1252, -0.36, 0.04, 0.04
1253, -0.44, 2.56, 0.32
1254, -0.36, 0, 0
1255, -0.28, 1.44, 0.24
1256, -0.44, 1.96, 0.28
1257, -0.6, 1.44, 0.24
1258, -0.52, 0.04, -0.04
1259, -0.6, 0.36, 0.12
1260, -0.52, 0.16, 0.08
1261, -0.52, 0.16, 0.08
1262, -0.6, 0, 0
1263, -0.44, 0.64, 0.16
1264, -0.6, 12.96, 0.72
1265, -0.28, 2.56, 0.32
1266, -0.36, 1, 0.2
1267, -0.52, 0.64, 0.16
1268, -0.52, 1, 0.2
1269, -0.52, 0.04, 0.04
1270, -0.2, 1.44, 0.24
1271, -0.68, 12.96, 0.72
1272, -0.52, 4.84, 0.44
1273, -0.44, 2.56, 0.32
1274, -0.44, 0.04, -0.04
1275, -0.36, 2.56, -0.32
1276, -0.6, 2.56, -0.32
1277, -0.52, 1.96, -0.28
1278, -0.2, 4, -0.4
1279, -0.36, 0.04, -0.04
1280, -0.28, 1.44, 0.24
1281, -0.36, 4, 0.4
1282, -0.52, 3.24, 0.36
1283, -0.28, 1, -0.2
1284, -0.28, 1, -0.2
1285, -0.36, 1.44, 0.24
1286, -0.28, 0.04, 0.04
1287, -0.28, 1.44, 0.24
1288, -0.36, 1.44, 0.24
1289, -0.44, 1.96, 0.28
1290, -0.28, 1.44, 0.24
1291, -0.52, 1, 0.2
1292, -0.6, 0.04, 0.04
1293, -0.28, 0, 0
1294, -0.28, 2.56, -0.32
1295, -0.36, 0.04, -0.04
1296, -0.36, 0, 0
1297, -0.44, 1.44, 0.24
1298, -0.52, 0.16, 0.08
1299, -0.44, 1.44, 0.24
1300, -0.2, 0.36, -0.12
1301, -0.36, 0.04, 0.04
1302, -0.52, 1.44, 0.24
1303, -0.44, 0.16, 0.08
1304, -0.36, 0.64, -0.16
1305, -0.44, 0.16, -0.08
1306, -0.52, 0.64, -0.16
1307, -0.12, 0.04, 0.04
1308, -0.44, 0.16, 0.08
1309, -0.28, 0.04, 0.04
1310, -0.52, 0.04, -0.04
1311, -0.68, 1.44, -0.24
1312, -0.68, 4, -0.4
1313, -0.52, 0.64, -0.16
1314, -0.36, 0.36, -0.12
1315, -0.44, 0, 0
1316, -0.52, 0.16, -0.08
1317, -0.36, 4, -0.4
1318, -0.36, 0.64, -0.16
1319, -0.52, 1.44, -0.24
1320, -0.6, 2.56, -0.32
1321, -0.6, 1.96, -0.28
1322, -0.44, 1.96, -0.28
1323, -0.6, 7.84, -0.56
1324, -0.52, 1.44, -0.24
1325, -0.68, 1, -0.2
1326, -0.6, 3.24, -0.36
1327, -0.44, 0.64, -0.16
1328, -0.28, 1.44, 0.24
1329, -0.52, 2.56, 0.32
1330, -0.44, 2.56, 0.32
1331, -0.44, 4, 0.4
1332, -0.6, 3.24, 0.36
1333, -0.36, 0.16, 0.08
1334, -0.12, 0.64, 0.16
1335, -0.6, 0.04, -0.04
1336, -0.52, 0.64, 0.16
1337, -0.2, 0.16, -0.08
1338, -0.28, 1.96, -0.28
1339, -0.44, 2.56, -0.32
1340, -0.6, 2.56, -0.32
1341, -0.68, 0, 0
1342, -0.6, 0.16, -0.08
1343, -0.6, 0.36, -0.12
1344, -0.68, 0.04, 0.04
1345, -0.68, 1, -0.2
1346, -0.6, 0.64, -0.16
1347, -0.6, 0.64, 0.16
1348, -0.68, 0.36, -0.12
1349, -0.52, 0.64, 0.16
1350, -0.52, 0.16, 0.08
1351, -0.44, 1.96, 0.28
1352, -0.44, 0.16, 0.08
1353, -0.44, 1.44, 0.24
1354, -0.52, 0.04, 0.04
1355, -0.52, 0.04, 0.04
1356, -0.6, 0.16, 0.08
1357, -0.6, 0.16, -0.08
1358, -0.44, 0.04, 0.04
1359, -0.6, 0, 0
1360, -0.68, 0.64, -0.16
1361, -0.52, 0, 0
1362, -0.68, 0.36, 0.12
1363, -0.52, 0, 0
1364, -0.28, 0.36, 0.12
1365, -0.44, 0.04, 0.04
1366, -0.52, 1, 0.2
1367, -0.44, 0.16, 0.08
1368, -0.6, 0.64, -0.16
1369, -0.68, 0.36, -0.12
1370, -0.52, 0.16, 0.08
1371, -0.68, 1.96, -0.28
1372, -0.28, 0.64, -0.16
1373, -0.36, 0, 0
1374, -0.44, 0.16, 0.08
1375, -0.36, 1.96, -0.28
1376, -0.36, 3.24, -0.36
1377, -0.36, 1.96, -0.28
1378, -0.68, 1, -0.2
1379, -0.52, 1.96, -0.28
1380, -0.6, 1, -0.2
1381, -0.6, 1, -0.2
1382, -0.52, 0.16, -0.08
1383, -0.36, 0.16, 0.08
1384, -0.44, 0.04, 0.04
1385, -0.6, 0, 0
1386, -0.44, 3.24, 0.36
1387, -0.36, 4.84, 0.44
1388, -0.44, 7.84, 0.56
1389, -0.52, 4, 0.4
1390, -0.28, 1.96, 0.28
1391, -0.44, 0.16, -0.08
1392, -0.28, 0.16, -0.08
1393, -0.36, 0, 0
1394, -0.44, 0.16, -0.08
1395, -0.36, 1.44, -0.24
1396, -0.28, 1.96, -0.28
1397, -0.6, 11.56, -0.68
1398, -0.52, 2.56, -0.32
1399, -0.44, 1.96, -0.28
1400, -0.36, 2.56, 0.32
1401, -0.44, 4, 0.4
1402, -0.44, 4, 0.4
1403, -0.36, 6.76, 0.52
1404, -0.52, 5.76, 0.48
1405, -0.36, 4, 0.4
1406, -0.36, 2.56, 0.32
1407, -0.36, 1, 0.2
1408, -0.52, 0, 0
1409, -0.52, 0.64, 0.16
1410, -0.44, 0.64, 0.16
1411, -0.36, 0.04, 0.04
1412, -0.2, 0.64, 0.16
1413, -0.36, 0, 0
1414, -0.12, 0.04, 0.04
1415, -0.44, 0.64, 0.16
1416, -0.52, 0.36, 0.12
1417, -0.52, 1.96, 0.28
1418, -0.36, 0, 0
1419, -0.52, 0.36, -0.12
1420, -0.36, 1.44, -0.24
1421, -0.52, 0.04, 0.04
1422, -0.36, 0.64, 0.16
1423, -0.28, 2.56, 0.32
1424, -0.36, 0.04, -0.04
1425, -0.52, 2.56, -0.32
1426, -0.52, 0.36, -0.12
1427, -0.52, 1.44, -0.24
1428, -0.6, 4, -0.4
1429, -0.6, 0, 0
1430, -0.6, 0.36, -0.12
1431, -0.36, 0.64, -0.16
1432, -0.52, 0.64, -0.16
1433, -0.52, 1, -0.2
1434, -0.52, 0.36, -0.12
1435, -0.84, 1.44, -0.24
1436, -0.6, 1, -0.2
1437, -0.44, 1, 0.2
1438, -0.52, 0.04, 0.04
1439, -0.28, 0.16, 0.08
1440, -0.36, 0.04, -0.04
1441, -0.52, 0.64, 0.16
1442, -0.2, 0.04, -0.04
1443, -0.28, 3.24, -0.36
1444, -0.44, 1, -0.2
1445, -0.2, 0.04, -0.04
1446, -0.44, 1, 0.2
1447, -0.76, 0, 0
1448, -0.52, 0.36, -0.12
1449, -0.28, 0.36, 0.12
1450, -0.52, 0.04, 0.04
1451, -0.52, 0.04, 0.04
1452, -0.44, 0.36, 0.12
1453, -0.36, 1.44, 0.24
1454, -0.36, 0.36, 0.12
1455, -0.36, 0.36, 0.12
1456, -0.44, 0.64, -0.16
1457, -0.44, 0.36, -0.12
1458, -0.44, 0.36, 0.12
1459, -0.28, 0, 0
1460, -0.52, 0.04, -0.04
1461, -0.52, 0.04, 0.04
1462, -0.36, 0.04, 0.04
1463, -0.6, 0.04, 0.04
1464, -0.52, 0.36, -0.12
1465, -0.52, 1.96, -0.28
1466, -0.6, 4, -0.4
1467, -0.6, 2.56, -0.32
1468, -0.76, 4, -0.4
1469, -0.6, 7.84, -0.56
1470, -0.68, 4, -0.4
1471, -0.52, 10.24, -0.64
1472, -0.44, 0.36, -0.12
1473, -0.28, 0.04, -0.04
1474, -0.28, 0.64, 0.16
1475, -0.28, 1.44, 0.24
1476, -0.44, 0.04, 0.04
1477, -0.44, 0.16, 0.08
1478, -0.36, 1, 0.2
1479, -0.36, 2.56, 0.32
1480, -0.52, 0, 0
1481, -0.68, 0.04, -0.04
1482, -0.52, 0.04, -0.04
1483, -0.2, 0.16, 0.08
1484, -0.36, 0.36, 0.12
1485, -0.44, 3.24, 0.36
1486, -0.68, 3.24, 0.36
1487, -0.6, 0.04, 0.04
1488, -0.6, 0.64, 0.16
1489, -0.6, 0.36, -0.12
1490, -0.6, 1, 0.2
1491, -0.36, 0.16, 0.08
1492, -0.28, 0.36, 0.12
1493, -0.36, 0.36, -0.12
1494, -0.44, 1, -0.2
1495, -0.44, 1, -0.2
1496, -0.52, 0.04, 0.04
1497, -0.52, 0.16, -0.08
1498, -0.36, 0.04, -0.04
1499, -0.36, 1, -0.2
1500, -0.28, 0.64, 0.16
1501, -0.2, 0.04, 0.04
1502, -0.44, 1.96, 0.28
1503, -0.6, 2.56, 0.32
1504, -0.6, 3.24, 0.36
1505, -0.6, 2.56, 0.32
1506, -0.44, 0.64, 0.16
1507, -0.44, 0, 0
1508, -0.44, 0.64, -0.16
1509, -0.6, 1.44, -0.24
1510, -0.6, 0.04, 0.04
1511, -0.6, 1.44, 0.24
1512, -0.44, 1, 0.2
1513, -0.44, 0.64, 0.16
1514, -0.28, 0.64, 0.16
1515, -0.52, 0.16, 0.08
1516, -0.6, 1.44, -0.24
1517, -0.44, 0.64, -0.16
1518, -0.52, 1, -0.2
1519, -0.52, 0.04, 0.04
1520, -0.36, 0.16, 0.08
1521, -0.44, 0.04, 0.04
1522, -0.52, 1, -0.2
1523, -0.68, 1.96, -0.28
1524, -0.68, 4, -0.4
1525, -0.68, 9, -0.6
1526, -0.52, 0.04, -0.04
1527, -0.36, 0.64, -0.16
1528, -0.52, 0.04, -0.04
1529, -0.44, 0.64, 0.16
1530, -0.52, 1, 0.2
1531, -0.52, 0.16, 0.08
1532, -0.52, 0.64, 0.16
1533, -0.68, 6.76, 0.52
1534, -0.36, 0.64, 0.16
1535, -0.44, 0.04, -0.04
1536, -0.44, 0.36, -0.12
1537, -0.44, 0.16, 0.08
1538, -0.44, 0.64, 0.16
1539, -0.36, 0.64, 0.16
1540, -0.44, 4, 0.4
1541, -0.6, 7.84, 0.56
1542, -0.44, 4, 0.4
1543, -0.2, 4.84, 0.44
1544, -0.52, 1, 0.2
1545, -0.52, 0.04, 0.04
1546, -0.6, 1, 0.2
1547, -0.2, 0.36, -0.12
1548, -0.52, 0.16, -0.08
1549, -0.44, 0.04, -0.04
1550, -0.44, 0.04, 0.04
1551, -0.2, 0.64, -0.16
1552, -0.44, 0.16, -0.08
1553, -0.28, 0.16, -0.08
1554, -0.44, 0.64, 0.16
1555, -0.6, 0.36, -0.12
1556, -0.52, 0.04, 0.04
1557, -0.44, 0.04, -0.04
1558, -0.44, 0.16, 0.08
1559, -0.52, 0.64, 0.16
1560, -0.52, 0.16, -0.08
1561, -0.12, 0.04, -0.04
1562, -0.52, 1.44, 0.24
1563, -0.52, 0.04, 0.04
1564, -0.44, 2.56, -0.32
1565, -0.36, 0.64, -0.16
1566, -0.36, 0.16, 0.08
1567, -0.6, 0.04, 0.04
1568, -0.36, 1.44, -0.24
1569, -0.44, 0, 0
1570, -0.52, 0.16, 0.08
1571, -0.6, 4, 0.4
1572, -0.52, 3.24, 0.36
1573, -0.52, 4.84, 0.44
1574, -0.6, 1, 0.2
1575, -0.52, 0.16, -0.08
1576, -0.44, 0.36, 0.12
1577, -0.28, 0.36, -0.12
1578, -0.36, 0.36, 0.12
1579, -0.52, 0.36, 0.12
1580, -0.44, 0.04, 0.04
1581, -0.44, 0, 0
1582, -0.36, 0, 0
1583, -0.12, 0.36, -0.12
1584, -0.6, 4.84, -0.44
1585, -0.6, 2.56, -0.32
1586, -0.6, 4.84, -0.44
1587, -0.52, 1, -0.2
1588, -0.36, 0.16, -0.08
1589, -0.44, 0.36, -0.12
1590, -0.68, 1, -0.2
1591, -0.44, 0.64, 0.16
1592, -0.52, 1.96, 0.28
1593, -0.36, 1.44, 0.24
1594, -0.6, 2.56, 0.32
1595, -0.36, 1.96, 0.28
1596, -0.28, 0.64, -0.16
1597, -0.6, 1, 0.2
1598, -0.52, 1, 0.2
1599, -0.6, 1, 0.2
1600, -0.52, 0.16, 0.08
1601, -0.52, 2.56, 0.32
1602, -0.28, 0.64, 0.16
1603, -0.36, 0.16, -0.08
1604, -0.6, 1, -0.2
1605, -0.44, 4.84, -0.44
1606, -0.52, 0.16, 0.08
1607, -0.44, 0.04, -0.04
1608, -0.44, 0.16, -0.08
1609, -0.36, 0.36, 0.12
1610, -0.52, 0.64, -0.16
1611, -0.44, 0, 0
1612, -0.52, 0.36, -0.12
1613, -0.68, 0.36, -0.12
1614, -0.52, 0.16, 0.08
1615, -0.36, 1.96, -0.28
1616, -0.44, 0.36, -0.12
1617, -0.52, 2.56, 0.32
1618, -0.68, 0.64, 0.16
1619, -0.28, 1.96, 0.28
1620, -0.44, 1, 0.2
1621, -0.52, 1, 0.2
1622, -0.36, 0, 0
1623, -0.52, 0.64, 0.16
1624, -0.52, 1, 0.2
1625, -0.28, 2.56, 0.32
1626, -0.44, 4, 0.4
1627, -0.52, 4.84, 0.44
1628, -0.52, 4, 0.4
1629, -0.52, 0.64, 0.16
1630, -0.44, 0.64, 0.16
1631, -0.28, 1.44, -0.24
1632, -0.6, 0.36, -0.12
1633, -0.52, 0, 0
1634, -0.36, 0.04, 0.04
1635, -0.36, 0.36, -0.12
1636, -0.36, 0, 0
1637, -0.6, 0.64, -0.16
1638, -0.6, 0.16, -0.08
1639, -0.68, 0.04, -0.04
1640, -0.68, 0.16, -0.08
1641, -0.44, 3.24, -0.36
1642, -0.28, 0.16, -0.08
1643, -0.44, 0, 0
1644, -0.44, 1.96, 0.28
1645, -0.52, 2.56, 0.32
1646, -0.68, 1.44, 0.24
1647, -0.6, 0.64, 0.16
1648, -0.44, 2.56, 0.32
1649, -0.52, 1, 0.2
1650, -0.6, 2.56, 0.32
1651, -0.52, 1.96, 0.28
1652, -0.52, 0.36, -0.12
1653, -0.36, 0.36, -0.12
1654, -0.12, 0.16, -0.08
1655, -0.2, 0, 0
1656, -0.28, 0.36, -0.12
