M, u(M), chi(M), m(M)
8791, -0.6, 1.96, 0.28
8792, -0.36, 4.84, 0.44
8793, -0.36, 1.96, 0.28
8794, -0.2, 0.64, 0.16
8795, -0.44, 0, 0
8796, -0.36, 0, 0
8797, -0.44, 4, -0.4
8798, -0.36, 2.56, -0.32
8799, -0.44, 0.36, -0.12
8800, -0.36, 0.04, -0.04
8801, -0.44, 3.24, 0.36
8802, -0.44, 1, 0.2
8803, -0.28, 0.36, 0.12
8804, -0.44, 1.96, 0.28
8805, -0.44, 1, 0.2
8806, -0.52, 1, -0.2
8807, -0.52, 0.04, -0.04
8808, -0.68, 0.36, 0.12
8809, -0.6, 0, 0
8810, -0.36, 0.04, -0.04
8811, -0.12, 1, 0.2
8812, -0.44, 0.04, -0.04
8813, -0.36, 0.64, 0.16
8814, -0.44, 1, -0.2
8815, -0.68, 1, -0.2
8816, -0.44, 0.36, 0.12
8817, -0.36, 0.16, 0.08
8818, -0.52, 0.36, 0.12
8819, -0.6, 5.76, 0.48
8820, -0.36, 5.76, 0.48
8821, -0.44, 1.44, 0.24
8822, -0.52, 0.36, 0.12
8823, -0.44, 0, 0
8824, -0.6, 4.84, -0.44
8825, -0.68, 6.76, -0.52
8826, -0.2, 0.64, -0.16
8827, -0.44, 1.44, -0.24
8828, -0.44, 0.04, -0.04
8829, -0.36, 0.36, -0.12
8830, -0.44, 1.44, 0.24
8831, -0.52, 0.64, 0.16
8832, -0.36, 0.04, 0.04
8833, -0.36, 1.44, -0.24
8834, -0.2, 1.96, -0.28
8835, -0.44, 1, -0.2
8836, -0.44, 7.84, -0.56
8837, -0.52, 0.36, -0.12
8838, -0.52, 0.04, -0.04
8839, -0.44, 1.44, 0.24
8840, -0.6, 0.04, 0.04
8841, -0.44, 1.44, 0.24
8842, -0.36, 0.36, 0.12
8843, -0.52, 1, -0.2
8844, -0.76, 0, 0
8845, -0.68, 2.56, -0.32
8846, -0.6, 1.44, -0.24
8847, -0.6, 4, -0.4
8848, -0.44, 1.44, -0.24
8849, -0.44, 1.96, -0.28
8850, -0.36, 3.24, -0.36
8851, -0.52, 7.84, -0.56
8852, -0.52, 2.56, -0.32
8853, -0.28, 0.36, -0.12
8854, -0.2, 0.04, 0.04
8855, -0.36, 0.64, -0.16
8856, -0.44, 0.36, -0.12
8857, -0.52, 1, 0.2
8858, -0.6, 0.04, -0.04
8859, -0.52, 0.36, -0.12
8860, -0.36, 0.16, -0.08
8861, -0.44, 0.16, 0.08
8862, -0.52, 0.36, 0.12
8863, -0.68, 0.36, -0.12
8864, -0.52, 1.44, -0.24
8865, -0.52, 1.96, -0.28
8866, -0.44, 0.64, -0.16
8867, -0.36, 0.16, -0.08
8868, -0.6, 0.04, -0.04
8869, -0.68, 0, 0
8870, -0.52, 0, 0
8871, -0.28, 0, 0
8872, -0.52, 0.16, -0.08
8873, -0.36, 0, 0
8874, -0.44, 5.76, -0.48
8875, -0.6, 4.84, -0.44
8876, -0.28, 3.24, -0.36
8877, -0.36, 3.24, -0.36
8878, -0.36, 0.04, 0.04
8879, -0.6, 0.16, 0.08
8880, -0.6, 4.84, 0.44
8881, -0.52, 1.44, 0.24
8882, -0.36, 2.56, 0.32
8883, -0.44, 7.84, 0.56
8884, -0.44, 0.64, 0.16
8885, -0.36, 1, 0.2
8886, -0.44, 0.16, -0.08
8887, -0.52, 4.84, -0.44
8888, -0.28, 1, -0.2
8889, -0.36, 0, 0
8890, -0.36, 0.04, -0.04
8891, -0.28, 0.36, -0.12
8892, -0.2, 4, -0.4
8893, -0.52, 1.44, -0.24
8894, -0.84, 1, -0.2
8895, -0.52, 1.44, 0.24
8896, -0.68, 5.76, 0.48
8897, -0.44, 1.44, 0.24
8898, -0.52, 1, 0.2
8899, -0.52, 0.16, 0.08
8900, -0.44, 0.64, 0.16
8901, -0.44, 0.16, -0.08
8902, -0.52, 0.64, -0.16
8903, -0.68, 0.04, -0.04
8904, -0.44, 0.36, -0.12
8905, -0.36, 0.64, 0.16
8906, -0.28, 0.16, -0.08
8907, -0.52, 1, 0.2
8908, -0.2, 1, 0.2
8909, -0.44, 0, 0
8910, -0.52, 0.36, 0.12
8911, -0.44, 2.56, 0.32
8912, -0.44, 0.16, 0.08
8913, -0.44, 0, 0
8914, -0.28, 0.16, -0.08
8915, -0.52, 3.24, -0.36
8916, -0.52, 1.44, -0.24
8917, -0.36, 0.64, -0.16
8918, -0.52, 1.44, -0.24
8919, -0.52, 0.36, 0.12
8920, -0.68, 0.16, 0.08
8921, -0.36, 1.44, -0.24
8922, -0.52, 0.64, -0.16
8923, -0.68, 0.36, -0.12
8924, -0.52, 0.16, 0.08
8925, -0.36, 1, -0.2
8926, -0.44, 2.56, -0.32
8927, -0.36, 2.56, -0.32
8928, -0.68, 1.44, -0.24
8929, -0.6, 0.16, -0.08
8930, -0.52, 0.04, -0.04
8931, -0.52, 0.16, 0.08
8932, -0.68, 1.96, -0.28
8933, -0.44, 2.56, -0.32
8934, -0.52, 1.44, -0.24
8935, -0.36, 1.96, 0.28
8936, -0.6, 0.36, 0.12
8937, -0.52, 0.04, -0.04
8938, -0.44, 1, -0.2
8939, -0.44, 1, -0.2
8940, -0.44, 0.36, -0.12
8941, -0.52, 0.16, 0.08
8942, -0.6, 0.64, 0.16
8943, -0.44, 0.36, -0.12
8944, -0.36, 4, 0.4
8945, -0.6, 1, -0.2
8946, -0.36, 2.56, -0.32
8947, -0.44, 1, -0.2
8948, -0.28, 1, -0.2
8949, -0.6, 1.44, -0.24
8950, -0.52, 1, -0.2
8951, -0.6, 0, 0
8952, -0.68, 5.76, -0.48
8953, -0.68, 4.84, -0.44
8954, -0.44, 5.76, -0.48
8955, -0.2, 1.96, -0.28
8956, -0.36, 0.64, -0.16
8957, -0.52, 1, -0.2
8958, -0.44, 0.36, -0.12
8959, -0.28, 0.16, -0.08
8960, -0.44, 4.84, -0.44
8961, -0.6, 4, -0.4
8962, -0.6, 3.24, -0.36
8963, -0.28, 1.44, 0.24
8964, -0.52, 0.64, 0.16
8965, -0.6, 4, 0.4
8966, -0.36, 5.76, 0.48
8967, -0.68, 5.76, 0.48
8968, -0.6, 1.96, 0.28
8969, -0.44, 1.44, 0.24
8970, -0.52, 0.36, 0.12
8971, -0.6, 0.36, -0.12
8972, -0.68, 0.64, -0.16
8973, -0.52, 2.56, -0.32
8974, -0.6, 1.96, -0.28
8975, -0.52, 0, 0
8976, -0.36, 0.64, -0.16
8977, -0.52, 0.64, 0.16
8978, -0.52, 0.36, -0.12
8979, -0.76, 4.84, -0.44
8980, -0.52, 3.24, -0.36
8981, -0.52, 1.44, -0.24
8982, -0.52, 0.16, -0.08
8983, -0.28, 0.04, -0.04
8984, -0.52, 0, 0
8985, -0.6, 0.16, 0.08
8986, -0.44, 0.04, 0.04
8987, -0.52, 1, 0.2
8988, -0.52, 0.64, 0.16
8989, -0.6, 0.64, 0.16
8990, -0.44, 0.36, 0.12
8991, -0.44, 0.36, -0.12
8992, -0.52, 0, 0
8993, -0.28, 0.64, -0.16
8994, -0.44, 0, 0
8995, -0.36, 1, -0.2
8996, -0.36, 0.64, -0.16
8997, -0.44, 0, 0
8998, -0.52, 0.04, 0.04
8999, -0.36, 0, 0
9000, -0.52, 0.36, 0.12
9001, -0.52, 0.16, 0.08
9002, -0.44, 0.04, -0.04
9003, -0.6, 1.44, -0.24
9004, -0.44, 1.44, -0.24
9005, -0.6, 1.44, -0.24
9006, -0.36, 2.56, -0.32
9007, -0.36, 0.16, -0.08
9008, -0.52, 0.16, -0.08
9009, -0.44, 0.36, -0.12
9010, -0.76, 0.64, 0.16
9011, -0.68, 0.64, 0.16
9012, -0.76, 0, 0
9013, -0.6, 0.64, -0.16
9014, -0.44, 0.36, -0.12
9015, -0.36, 0.04, -0.04
9016, -0.36, 1.96, -0.28
9017, -0.36, 1.44, -0.24
9018, -0.6, 1, -0.2
9019, -0.28, 0, 0
9020, -0.28, 4, -0.4
9021, -0.36, 2.56, -0.32
9022, -0.44, 1, -0.2
9023, -0.36, 0.64, -0.16
9024, -0.36, 0.16, 0.08
9025, -0.44, 4.84, -0.44
9026, -0.52, 3.24, -0.36
9027, -0.6, 4.84, -0.44
9028, -0.6, 2.56, -0.32
9029, -0.52, 1.44, -0.24
9030, -0.44, 1.96, -0.28
9031, -0.52, 4, -0.4
9032, -0.6, 1.44, -0.24
9033, -0.44, 0.36, -0.12
9034, -0.2, 1, 0.2
9035, -0.52, 0.64, -0.16
9036, -0.44, 0.04, 0.04
9037, -0.52, 0.16, 0.08
9038, -0.52, 4, 0.4
9039, -0.2, 0.36, 0.12
9040, -0.36, 0.36, 0.12
9041, -0.52, 0.04, 0.04
9042, -0.28, 0.04, -0.04
9043, -0.28, 0.16, -0.08
9044, -0.44, 0.16, -0.08
9045, -0.6, 0.64, 0.16
9046, -0.44, 0.04, 0.04
9047, -0.2, 0.64, 0.16
9048, -0.12, 0.36, -0.12
9049, -0.36, 0.04, 0.04
9050, -0.6, 1.96, 0.28
9051, -0.6, 2.56, 0.32
9052, -0.28, 1.96, 0.28
9053, -0.28, 4, 0.4
9054, -0.68, 3.24, 0.36
9055, -0.44, 4, 0.4
9056, -0.6, 1.96, 0.28
9057, -0.6, 0.64, 0.16
9058, -0.52, 0.16, 0.08
9059, -0.52, 1.44, 0.24
9060, -0.44, 2.56, 0.32
9061, -0.6, 3.24, 0.36
9062, -0.44, 1.96, 0.28
9063, -0.52, 1.96, 0.28
9064, -0.52, 0.36, 0.12
9065, -0.44, 0.36, 0.12
9066, -0.36, 1.44, 0.24
9067, -0.2, 0.64, 0.16
9068, -0.68, 0.64, -0.16
9069, -0.52, 1.44, 0.24
9070, -0.44, 1.44, 0.24
9071, -0.44, 4, 0.4
9072, -0.44, 4.84, 0.44
9073, -0.6, 1, 0.2
9074, -0.6, 1, -0.2
9075, -0.36, 0, 0
9076, -0.6, 1, 0.2
9077, -0.44, 0.16, -0.08
9078, -0.52, 0.16, 0.08
9079, -0.6, 0, 0
9080, -0.6, 0.64, -0.16
9081, -0.28, 0.04, 0.04
9082, -0.36, 0.04, 0.04
9083, -0.44, 0.64, -0.16
9084, -0.6, 4, -0.4
9085, -0.44, 3.24, -0.36
9086, -0.52, 6.76, -0.52
9087, -0.44, 0.64, -0.16
9088, -0.44, 1.44, -0.24
9089, -0.36, 0.36, -0.12
9090, -0.44, 0.64, -0.16
9091, -0.6, 0.04, -0.04
9092, -0.44, 0.04, -0.04
9093, -0.52, 0, 0
9094, -0.36, 0.04, -0.04
9095, -0.6, 0, 0
9096, -0.28, 0.36, 0.12
9097, -0.6, 6.76, 0.52
9098, -0.36, 2.56, 0.32
9099, -0.44, 2.56, 0.32
9100, -0.52, 1.96, 0.28
9101, -0.52, 5.76, 0.48
9102, -0.44, 0.16, 0.08
9103, -0.36, 0.04, -0.04
9104, -0.52, 3.24, -0.36
9105, -0.52, 0.64, -0.16
9106, -0.52, 0.36, -0.12
9107, -0.28, 0.04, -0.04
9108, -0.12, 0.04, 0.04
9109, -0.36, 1, 0.2
9110, -0.52, 0.16, -0.08
9111, -0.6, 1, -0.2
9112, -0.52, 0.04, -0.04
9113, -0.52, 0.04, -0.04
9114, -0.52, 0.64, -0.16
9115, -0.52, 1.44, -0.24
9116, -0.52, 0.16, -0.08
9117, -0.52, 0.04, -0.04
9118, -0.44, 1.44, -0.24
9119, -0.44, 1, -0.2
9120, -0.52, 0.36, -0.12
9121, -0.44, 1.44, -0.24
9122, -0.6, 1.96, -0.28
9123, -0.36, 5.76, -0.48
9124, -0.36, 2.56, -0.32
9125, -0.2, 0.64, -0.16
9126, -0.44, 3.24, -0.36
9127, -0.36, 1.44, -0.24
9128, -0.36, 0.16, 0.08
9129, -0.6, 3.24, -0.36
9130, -0.6, 4.84, -0.44
9131, -0.44, 2.56, -0.32
9132, -0.44, 0.64, -0.16
9133, -0.52, 9, -0.6
9134, -0.44, 2.56, -0.32
9135, -0.68, 0.04, -0.04
9136, -0.68, 0.16, 0.08
9137, -0.36, 0.16, 0.08
9138, -0.44, 0.04, -0.04
9139, -0.68, 0.16, -0.08
9140, -0.76, 0.04, -0.04
9141, -0.6, 1, -0.2
9142, -0.28, 0.16, -0.08
9143, -0.6, 1, -0.2
9144, -0.52, 1, -0.2
9145, -0.36, 0.16, -0.08
9146, -0.36, 0.64, 0.16
9147, -0.28, 0.04, 0.04
9148, -0.36, 0.36, 0.12
9149, -0.28, 0.04, 0.04
9150, -0.2, 0.16, 0.08
9151, -0.6, 0.64, -0.16
9152, -0.6, 3.24, -0.36
9153, -0.52, 5.76, -0.48
9154, -0.44, 5.76, -0.48
9155, -0.52, 1.96, -0.28
9156, -0.6, 0.04, 0.04
9157, -0.28, 0.04, -0.04
9158, -0.6, 2.56, 0.32
9159, -0.44, 1, 0.2
9160, -0.52, 1.44, 0.24
9161, -0.44, 0.64, 0.16
9162, -0.52, 0.04, -0.04
9163, -0.44, 0.16, -0.08
9164, -0.52, 4, -0.4
9165, -0.44, 0.64, -0.16
9166, -0.28, 0.16, 0.08
9167, -0.36, 0, 0
9168, -0.44, 1, -0.2
9169, -0.52, 0, 0
9170, -0.6, 0.16, -0.08
9171, -0.52, 0.16, -0.08
9172, -0.44, 0.36, -0.12
9173, -0.76, 2.56, -0.32
9174, -0.52, 1, -0.2
9175, -0.44, 0.36, -0.12
9176, -0.2, 0.64, -0.16
9177, -0.44, 0.04, -0.04
9178, -0.52, 0.04, 0.04
9179, -0.44, 1, -0.2
9180, -0.52, 5.76, -0.48
9181, -0.36, 6.76, -0.52
9182, -0.52, 5.76, -0.48
9183, -0.36, 0.36, -0.12
9184, -0.52, 1.44, -0.24
9185, -0.52, 0.16, -0.08
9186, -0.36, 0.64, -0.16
9187, -0.44, 3.24, -0.36
9188, -0.44, 0.36, -0.12
9189, -0.52, 1, -0.2
9190, -0.6, 4, -0.4
9191, -0.36, 0.04, 0.04
9192, -0.52, 0.36, 0.12
9193, -0.44, 0.04, 0.04
9194, -0.68, 0.04, -0.04
9195, -0.52, 0, 0
9196, -0.52, 0.36, -0.12
9197, -0.6, 0.04, -0.04
9198, -0.44, 0.16, -0.08
9199, -0.28, 0.04, -0.04
9200, -0.2, 0.16, 0.08
9201, -0.44, 1.96, 0.28
9202, -0.36, 4.84, 0.44
9203, -0.28, 0.64, 0.16
9204, -0.36, 1.96, 0.28
9205, -0.28, 0.04, -0.04
9206, -0.2, 0, 0
9207, -0.36, 4, 0.4
9208, -0.52, 1, 0.2
9209, -0.68, 1, 0.2
9210, -0.6, 1, 0.2
9211, -0.6, 0.36, 0.12
9212, -0.76, 0.64, -0.16
9213, -0.6, 0.16, -0.08
9214, -0.52, 0.64, 0.16
9215, -0.36, 0.04, 0.04
9216, -0.36, 0.64, -0.16
9217, -0.6, 0.04, -0.04
9218, -0.44, 0.36, 0.12
9219, -0.52, 2.56, 0.32
9220, -0.44, 0.36, -0.12
9221, -0.6, 0.04, -0.04
9222, -0.52, 1, -0.2
9223, -0.44, 0.04, -0.04
9224, -0.36, 1.44, -0.24
9225, -0.52, 1.96, -0.28
9226, -0.52, 0.64, -0.16
9227, -0.52, 0.64, -0.16
9228, -0.52, 5.76, -0.48
9229, -0.52, 0.16, -0.08
9230, -0.44, 1.96, -0.28
9231, -0.36, 1.96, -0.28
9232, -0.44, 0.16, 0.08
9233, -0.52, 1.96, -0.28
9234, -0.36, 1.44, -0.24
9235, -0.28, 2.56, -0.32
9236, -0.44, 0.04, -0.04
9237, -0.44, 0.16, -0.08
9238, -0.52, 0.16, -0.08
9239, -0.52, 1, -0.2
9240, -0.2, 0.64, 0.16
9241, -0.36, 3.24, 0.36
9242, -0.52, 1.96, 0.28
9243, -0.52, 0.04, -0.04
9244, -0.44, 1, -0.2
9245, -0.52, 0.36, -0.12
9246, -0.52, 1, -0.2
9247, -0.44, 0.16, 0.08
9248, -0.36, 2.56, -0.32
9249, -0.6, 2.56, -0.32
9250, -0.6, 1, -0.2
9251, -0.52, 0, 0
9252, -0.52, 1, 0.2
9253, -0.36, 0.64, 0.16
9254, -0.6, 1.44, 0.24
9255, -0.6, 0.16, 0.08
9256, -0.44, 0.64, -0.16
9257, -0.36, 0.04, -0.04
9258, -0.6, 1.44, 0.24
9259, -0.52, 0.16, 0.08
9260, -0.52, 0.16, -0.08
9261, -0.36, 1, 0.2
9262, -0.44, 0.16, 0.08
9263, -0.36, 0.04, -0.04
9264, -0.68, 0.64, -0.16
9265, -0.68, 0.36, -0.12
9266, -0.28, 0.36, -0.12
9267, -0.44, 0.16, 0.08
9268, -0.6, 1, 0.2
9269, -0.68, 1.44, 0.24
9270, -0.52, 1, 0.2
9271, -0.52, 1.44, -0.24
9272, -0.44, 0.04, -0.04
9273, -0.6, 0, 0
9274, -0.52, 4, 0.4
9275, -0.28, 1.44, 0.24
9276, -0.52, 0.36, 0.12
9277, -0.2, 1.96, -0.28
9278, -0.6, 2.56, -0.32
9279, -0.28, 1, -0.2
9280, -0.44, 0, 0
9281, -0.52, 0, 0
9282, -0.6, 1.96, -0.28
9283, -0.52, 0.16, -0.08
9284, -0.44, 0.36, -0.12
9285, -0.28, 0.04, -0.04
9286, -0.44, 0.04, 0.04
9287, -0.36, 4, -0.4
9288, -0.52, 6.76, -0.52
9289, -0.6, 3.24, -0.36
9290, -0.6, 1.96, -0.28
9291, -0.44, 0.16, -0.08
9292, -0.2, 0.64, -0.16
9293, -0.28, 0.04, -0.04
9294, -0.52, 0.16, 0.08
9295, -0.44, 0, 0
9296, -0.36, 0, 0
9297, -0.6, 3.24, -0.36
9298, -0.52, 4.84, -0.44
9299, -0.52, 1.96, -0.28
9300, -0.52, 1, -0.2
9301, -0.52, 1.96, -0.28
9302, -0.52, 1, -0.2
9303, -0.52, 0.04, -0.04
9304, -0.6, 1.96, -0.28
9305, -0.36, 5.76, -0.48
9306, -0.44, 0.04, -0.04
9307, -0.52, 0.36, 0.12
9308, -0.28, 0.36, 0.12
9309, -0.44, 1, 0.2
9310, -0.6, 0.64, 0.16
9311, -0.28, 4.84, 0.44
9312, -0.36, 1.96, 0.28
9313, -0.52, 0.36, 0.12
9314, -0.52, 0.16, 0.08
9315, -0.44, 0.36, -0.12
9316, -0.76, 0.64, -0.16
9317, -0.44, 3.24, -0.36
9318, -0.52, 0, 0
9319, -0.52, 0.64, 0.16
9320, -0.68, 6.76, 0.52
9321, -0.68, 3.24, 0.36
9322, -0.6, 1.96, 0.28
9323, -0.52, 0.04, -0.04
9324, -0.68, 0.16, -0.08
9325, -0.52, 1.44, 0.24
9326, -0.52, 3.24, 0.36
9327, -0.44, 3.24, 0.36
9328, -0.28, 1, 0.2
9329, -0.36, 3.24, 0.36
9330, -0.52, 0.64, 0.16
9331, -0.6, 0.64, 0.16
9332, -0.36, 0.16, -0.08
9333, -0.36, 0.04, -0.04
9334, -0.52, 0.16, -0.08
9335, -0.2, 0.04, 0.04
9336, -0.6, 0, 0
9337, -0.6, 0.04, 0.04
9338, -0.52, 1, 0.2
9339, -0.52, 0.04, -0.04
9340, -0.68, 4.84, 0.44
9341, -0.52, 5.76, 0.48
9342, -0.68, 3.24, 0.36
9343, -0.44, 1, 0.2
9344, -0.36, 0.64, 0.16
9345, -0.52, 1.96, 0.28
9346, -0.52, 1, 0.2
9347, -0.36, 1, 0.2
9348, -0.28, 0.36, 0.12
9349, -0.44, 0.04, -0.04
9350, -0.52, 0.36, -0.12
9351, -0.36, 1, 0.2
9352, -0.36, 0.16, -0.08
9353, -0.52, 0.04, 0.04
9354, -0.52, 0, 0
9355, -0.44, 0.36, -0.12
9356, -0.52, 3.24, -0.36
9357, -0.44, 0.64, -0.16
9358, -0.44, 0.16, -0.08
9359, -0.44, 0, 0
9360, -0.44, 0.04, -0.04
9361, -0.36, 4.84, -0.44
9362, -0.44, 0.36, -0.12
9363, -0.28, 0.64, 0.16
9364, -0.28, 0.04, 0.04
9365, -0.44, 4, 0.4
9366, -0.44, 4.84, 0.44
9367, -0.36, 2.56, 0.32
9368, -0.28, 0.04, 0.04
9369, -0.2, 0.16, 0.08
9370, -0.2, 0.16, -0.08
9371, -0.6, 0.04, -0.04
9372, -0.52, 0.16, 0.08
9373, -0.36, 1.96, -0.28
9374, -0.36, 1.96, -0.28
9375, -0.52, 0.16, 0.08
9376, -0.52, 0.64, -0.16
9377, -0.52, 0.64, -0.16
9378, -0.52, 5.76, -0.48
9379, -0.52, 3.24, -0.36
9380, -0.52, 0.64, -0.16
9381, -0.52, 1.44, -0.24
9382, -0.28, 2.56, -0.32
9383, -0.6, 10.24, -0.64
9384, -0.68, 4, -0.4
9385, -0.6, 0.04, -0.04
9386, -0.6, 0.36, 0.12
9387, -0.76, 0.36, -0.12
9388, -0.68, 1, -0.2
9389, -0.68, 0.64, -0.16
9390, -0.52, 0.04, 0.04
9391, -0.52, 0.16, -0.08
9392, -0.44, 0.64, 0.16
9393, -0.44, 0.16, 0.08
9394, -0.2, 0.16, -0.08
9395, -0.36, 0, 0
9396, -0.2, 0.36, -0.12
9397, -0.44, 0.36, -0.12
9398, -0.28, 0.36, -0.12
9399, -0.36, 0.16, 0.08
9400, -0.44, 0, 0
9401, -0.52, 1.44, 0.24
9402, -0.52, 0.64, 0.16
9403, -0.44, 0.36, 0.12
9404, -0.52, 1, 0.2
9405, -0.6, 1, 0.2
9406, -0.6, 2.56, 0.32
9407, -0.36, 0.64, 0.16
9408, -0.52, 1, 0.2
9409, -0.52, 1, 0.2
9410, -0.2, 1, 0.2
9411, -0.12, 0.16, 0.08
9412, -0.28, 0, 0
9413, -0.28, 2.56, -0.32
9414, -0.44, 0, 0
9415, -0.52, 0.64, 0.16
9416, -0.36, 0.04, 0.04
9417, -0.44, 0.04, -0.04
9418, -0.44, 0.04, 0.04
9419, -0.68, 0, 0
9420, -0.76, 3.24, -0.36
9421, -0.36, 0.64, -0.16
9422, -0.36, 0.64, -0.16
9423, -0.44, 0.36, -0.12
9424, -0.52, 1.44, -0.24
9425, -0.52, 4, -0.4
9426, -0.6, 1.44, -0.24
9427, -0.44, 1.44, -0.24
9428, -0.52, 1.96, -0.28
9429, -0.36, 1.44, -0.24
9430, -0.52, 5.76, -0.48
9431, -0.68, 1, -0.2
9432, -0.6, 1.44, -0.24
9433, -0.6, 2.56, -0.32
9434, -0.52, 1.44, -0.24
9435, -0.52, 0, 0
9436, -0.52, 0.04, -0.04
9437, -0.6, 0.36, -0.12
9438, -0.68, 0, 0
9439, -0.44, 0.16, -0.08
9440, -0.44, 0.36, -0.12
9441, -0.36, 0.04, -0.04
9442, -0.6, 0.64, -0.16
9443, -0.36, 1, -0.2
9444, -0.36, 0.36, -0.12
9445, -0.44, 0, 0
9446, -0.44, 0.04, 0.04
9447, -0.44, 0.04, 0.04
9448, -0.52, 0.64, 0.16
9449, -0.44, 0.36, 0.12
9450, -0.36, 1, 0.2
9451, -0.6, 1.44, 0.24
9452, -0.76, 1, 0.2
9453, -0.6, 3.24, 0.36
9454, -0.44, 2.56, 0.32
9455, -0.6, 0.16, -0.08
9456, -0.52, 1, 0.2
9457, -0.52, 0.36, 0.12
9458, -0.36, 0.16, -0.08
9459, -0.36, 1.44, -0.24
9460, -0.36, 1, -0.2
9461, -0.52, 0.64, 0.16
9462, -0.44, 0.16, 0.08
9463, -0.2, 0.36, 0.12
9464, -0.36, 3.24, 0.36
9465, -0.44, 0.04, -0.04
9466, -0.36, 1.96, -0.28
9467, -0.6, 1.96, -0.28
9468, -0.68, 4, -0.4
9469, -0.36, 1.44, -0.24
9470, -0.52, 1.44, -0.24
9471, -0.2, 0.16, 0.08
9472, -0.44, 0.36, 0.12
9473, -0.36, 0.64, 0.16
9474, -0.52, 0.64, 0.16
9475, -0.68, 1, 0.2
9476, -0.68, 4.84, 0.44
9477, -0.52, 4.84, 0.44
9478, -0.68, 1.44, 0.24
9479, -0.28, 0.16, 0.08
9480, -0.44, 1, 0.2
9481, -0.44, 1, 0.2
9482, -0.44, 1.44, 0.24
9483, -0.52, 1, 0.2
9484, -0.6, 9, 0.6
9485, -0.36, 6.76, 0.52
9486, -0.44, 1, 0.2
9487, -0.36, 0.04, 0.04
9488, -0.52, 0.64, -0.16
9489, -0.44, 0.16, 0.08
9490, -0.36, 0, 0
9491, -0.28, 0.16, -0.08
9492, -0.2, 0.16, -0.08
9493, -0.36, 1, -0.2
9494, -0.44, 1.44, -0.24
9495, -0.68, 1.96, -0.28
9496, -0.28, 0.16, 0.08
9497, -0.6, 1.44, 0.24
9498, -0.6, 0.64, 0.16
9499, -0.68, 0.64, 0.16
9500, -0.28, 0.36, 0.12
9501, -0.68, 0, 0
9502, -0.52, 0.04, -0.04
9503, -0.44, 0.16, -0.08
9504, -0.44, 0.04, 0.04
9505, -0.44, 0.04, 0.04
9506, -0.52, 0.36, 0.12
9507, -0.36, 2.56, -0.32
9508, -0.44, 0.36, -0.12
9509, -0.44, 0.64, -0.16
9510, -0.44, 0.04, 0.04
9511, -0.2, 0.64, 0.16
9512, -0.44, 1.96, 0.28
9513, -0.36, 0.16, -0.08
9514, -0.44, 1, -0.2
9515, -0.68, 0.04, -0.04
9516, -0.76, 1, 0.2
9517, -0.44, 0.64, 0.16
9518, -0.28, 0.64, 0.16
9519, -0.28, 0, 0
9520, -0.44, 0.04, -0.04
9521, -0.52, 0.16, 0.08
9522, -0.44, 1.96, -0.28
9523, -0.44, 1.96, -0.28
9524, -0.44, 0.04, 0.04
9525, -0.44, 0.16, 0.08
9526, -0.36, 0.16, 0.08
9527, -0.28, 0.64, 0.16
9528, -0.2, 0.16, -0.08
9529, -0.6, 0.36, 0.12
9530, -0.52, 0, 0
9531, -0.36, 0.04, -0.04
9532, -0.36, 1.44, 0.24
9533, -0.36, 1.96, 0.28
9534, -0.44, 0.04, -0.04
9535, -0.52, 0.04, 0.04
9536, -0.36, 1.44, 0.24
9537, -0.44, 1.96, 0.28
9538, -0.44, 1, 0.2
9539, -0.6, 0.64, 0.16
9540, -0.44, 0.36, 0.12
9541, -0.6, 0.36, -0.12
9542, -0.6, 0, 0
9543, -0.6, 0.36, 0.12
9544, -0.44, 0.16, 0.08
9545, -0.28, 0.04, -0.04
9546, -0.44, 0, 0
9547, -0.36, 0.16, -0.08
9548, -0.6, 1.96, -0.28
9549, -0.36, 0.64, -0.16
9550, -0.6, 0.04, 0.04
9551, -0.6, 0.16, -0.08
9552, -0.28, 0.16, 0.08
9553, -0.44, 1, -0.2
9554, -0.44, 0.16, 0.08
9555, -0.6, 0.64, 0.16
9556, -0.36, 0.04, -0.04
9557, -0.52, 0.16, -0.08
9558, -0.36, 0.64, -0.16
9559, -0.76, 0.16, 0.08
9560, -0.6, 0.36, 0.12
9561, -0.28, 1.44, 0.24
9562, -0.6, 0.64, 0.16
9563, -0.68, 0.04, -0.04
9564, -0.52, 1, -0.2
9565, -0.44, 0.04, 0.04
9566, -0.52, 4, 0.4
9567, -0.52, 4.84, 0.44
9568, -0.6, 2.56, 0.32
9569, -0.44, 2.56, 0.32
9570, -0.44, 0.64, 0.16
9571, -0.52, 0.64, 0.16
9572, -0.44, 0, 0
9573, -0.36, 0, 0
9574, -0.36, 0.04, 0.04
9575, -0.36, 0.16, 0.08
9576, -0.52, 0, 0
9577, -0.36, 0.16, -0.08
9578, -0.68, 0.64, -0.16
9579, -0.52, 1.96, -0.28
9580, -0.6, 0.04, -0.04
9581, -0.52, 1.96, -0.28
9582, -0.52, 0.36, -0.12
9583, -0.44, 0, 0
9584, -0.36, 0.16, 0.08
9585, -0.12, 0.36, 0.12
9586, -0.28, 0.04, -0.04
9587, -0.36, 0.04, -0.04
9588, -0.6, 0.16, 0.08
9589, -0.52, 0.04, 0.04
9590, -0.36, 0.04, 0.04
9591, -0.36, 0.04, -0.04
9592, -0.44, 2.56, 0.32
