M, u(M), chi(M), m(M)
3111, -0.36, 0.04, -0.04
3112, -0.44, 0.16, -0.08
3113, -0.44, 1, -0.2
3114, -0.44, 0.04, 0.04
3115, -0.28, 0.04, -0.04
3116, -0.52, 0.04, 0.04
3117, -0.36, 0.04, -0.04
3118, -0.36, 1, -0.2
3119, -0.52, 1, -0.2
3120, -0.6, 1.44, -0.24
3121, -0.6, 1, -0.2
3122, -0.36, 1.96, -0.28
3123, -0.28, 3.24, -0.36
3124, -0.52, 9, -0.6
3125, -0.36, 1.96, -0.28
3126, -0.44, 4, -0.4
3127, -0.6, 4, -0.4
3128, -0.36, 1.44, -0.24
3129, -0.68, 0.36, -0.12
3130, -0.44, 1.96, -0.28
3131, -0.52, 3.24, -0.36
3132, -0.52, 1.96, -0.28
3133, -0.28, 4.84, -0.44
3134, -0.36, 0.16, -0.08
3135, -0.52, 0.16, -0.08
3136, -0.36, 0.16, -0.08
3137, -0.2, 1, -0.2
3138, -0.36, 0.16, -0.08
3139, -0.44, 0.04, -0.04
3140, -0.68, 0.04, -0.04
3141, -0.76, 0, 0
3142, -0.44, 0.16, -0.08
3143, -0.44, 0.36, -0.12
3144, -0.6, 0.64, -0.16
3145, -0.6, 4, -0.4
3146, -0.6, 5.76, -0.48
3147, -0.36, 3.24, -0.36
3148, -0.52, 3.24, -0.36
3149, -0.68, 1, -0.2
3150, -0.6, 0.36, -0.12
3151, -0.52, 0.04, -0.04
3152, -0.44, 0.04, -0.04
3153, -0.28, 0.64, -0.16
3154, -0.36, 1, -0.2
3155, -0.44, 0.36, -0.12
3156, -0.52, 0.64, -0.16
3157, -0.28, 1.44, -0.24
3158, -0.28, 1.44, -0.24
3159, -0.2, 0.64, -0.16
3160, -0.2, 1, -0.2
3161, -0.44, 1.96, -0.28
3162, -0.52, 0.36, -0.12
3163, -0.28, 1, -0.2
3164, -0.52, 0.16, -0.08
3165, -0.36, 0.36, -0.12
3166, -0.52, 1.44, -0.24
3167, -0.52, 0.16, -0.08
3168, -0.6, 0.64, -0.16
3169, -0.52, 1, -0.2
3170, -0.44, 4, -0.4
3171, -0.6, 4, -0.4
3172, -0.52, 2.56, -0.32
3173, -0.52, 4, -0.4
3174, -0.44, 5.76, -0.48
3175, -0.36, 1.44, -0.24
3176, -0.52, 1.44, -0.24
3177, -0.6, 1.96, -0.28
3178, -0.44, 0.64, -0.16
3179, -0.6, 0.36, -0.12
3180, -0.6, 0.16, -0.08
3181, -0.52, 0.36, -0.12
3182, -0.36, 0.04, -0.04
3183, -0.44, 0.04, -0.04
3184, -0.36, 0.16, -0.08
3185, -0.44, 0, 0
3186, -0.52, 1, 0.2
3187, -0.36, 0.36, 0.12
3188, -0.52, 0.36, 0.12
3189, -0.76, 2.56, 0.32
3190, -0.52, 3.24, 0.36
3191, -0.76, 7.84, 0.56
3192, -0.68, 6.76, 0.52
3193, -0.52, 5.76, 0.48
3194, -0.36, 3.24, 0.36
3195, -0.44, 3.24, 0.36
3196, -0.44, 1, 0.2
3197, -0.68, 0.04, 0.04
3198, -0.44, 0.16, 0.08
3199, -0.2, 0.64, 0.16
3200, -0.36, 0.36, 0.12
3201, -0.36, 3.24, 0.36
3202, -0.28, 0.64, 0.16
3203, -0.36, 1.44, 0.24
3204, -0.36, 0.64, -0.16
3205, -0.12, 0.04, -0.04
3206, -0.36, 0.64, -0.16
3207, -0.44, 0.64, -0.16
3208, -0.36, 0.04, 0.04
3209, -0.36, 1, 0.2
3210, -0.36, 0.04, 0.04
3211, -0.44, 3.24, -0.36
3212, -0.28, 1.96, -0.28
3213, -0.6, 1.44, -0.24
3214, -0.28, 0.64, -0.16
3215, -0.36, 0.36, -0.12
3216, -0.28, 2.56, -0.32
3217, -0.36, 0.36, -0.12
3218, -0.44, 0.16, -0.08
3219, -0.36, 0.36, -0.12
3220, -0.44, 0.16, -0.08
3221, -0.52, 0.04, 0.04
3222, -0.6, 0.04, 0.04
3223, -0.68, 0.16, -0.08
3224, -0.52, 0.36, -0.12
3225, -0.36, 0.16, 0.08
3226, -0.2, 1.96, 0.28
3227, -0.44, 1.44, 0.24
3228, -0.52, 3.24, 0.36
3229, -0.28, 0.36, 0.12
3230, -0.52, 0, 0
3231, -0.6, 0.64, -0.16
3232, -0.6, 0.04, -0.04
3233, -0.36, 0, 0
3234, -0.52, 1, 0.2
3235, -0.28, 3.24, 0.36
3236, -0.44, 4, 0.4
3237, -0.6, 4.84, 0.44
3238, -0.36, 5.76, 0.48
3239, -0.76, 14.44, 0.76
3240, -0.76, 16, 0.8
3241, -0.52, 11.56, 0.68
3242, -0.68, 6.76, 0.52
3243, -0.36, 5.76, 0.48
3244, -0.28, 4, 0.4
3245, -0.44, 1, 0.2
3246, -0.44, 0.04, -0.04
3247, -0.68, 0.64, -0.16
3248, -0.68, 2.56, -0.32
3249, -0.6, 1, -0.2
3250, -0.68, 0.16, -0.08
3251, -0.68, 0.16, -0.08
3252, -0.6, 0, 0
3253, -0.52, 0.16, 0.08
3254, -0.52, 0.04, -0.04
3255, -0.6, 0.04, 0.04
3256, -0.6, 0, 0
3257, -0.44, 0.36, 0.12
3258, -0.44, 1.96, -0.28
3259, -0.52, 2.56, -0.32
3260, -0.52, 3.24, -0.36
3261, -0.44, 3.24, -0.36
3262, -0.6, 1, -0.2
3263, -0.36, 5.76, -0.48
3264, -0.36, 0.36, -0.12
3265, -0.2, 0.04, -0.04
3266, -0.52, 0.36, 0.12
3267, -0.6, 1, 0.2
3268, -0.6, 0.16, 0.08
3269, -0.6, 0.36, -0.12
3270, -0.52, 0, 0
3271, -0.6, 1.44, -0.24
3272, -0.68, 1, -0.2
3273, -0.76, 0, 0
3274, -0.6, 1, -0.2
3275, -0.6, 0.64, -0.16
3276, -0.52, 1.96, -0.28
3277, -0.44, 4.84, -0.44
3278, -0.68, 4.84, -0.44
3279, -0.44, 3.24, -0.36
3280, -0.36, 3.24, -0.36
3281, -0.28, 1.44, -0.24
3282, -0.6, 1, -0.2
3283, -0.44, 0, 0
3284, -0.44, 0.36, -0.12
3285, -0.6, 2.56, -0.32
3286, -0.44, 0.16, -0.08
3287, -0.36, 0, 0
3288, -0.36, 0, 0
3289, -0.44, 0.16, -0.08
3290, -0.52, 2.56, -0.32
3291, -0.36, 0.64, -0.16
3292, -0.52, 1, -0.2
3293, -0.28, 0.36, 0.12
3294, -0.36, 0.36, 0.12
3295, -0.44, 0, 0
3296, -0.52, 0.16, 0.08
3297, -0.44, 0, 0
3298, -0.2, 0.36, 0.12
3299, -0.36, 1.96, 0.28
3300, -0.36, 3.24, 0.36
3301, -0.28, 0.36, 0.12
3302, -0.6, 1, 0.2
3303, -0.36, 1, 0.2
3304, -0.52, 0.64, 0.16
3305, -0.68, 0.36, 0.12
3306, -0.68, 0.16, 0.08
3307, -0.68, 0.16, -0.08
3308, -0.52, 0.64, -0.16
3309, -0.6, 0.16, 0.08
3310, -0.44, 0.04, 0.04
3311, -0.44, 2.56, 0.32
3312, -0.44, 1.96, 0.28
3313, -0.28, 1.96, 0.28
3314, -0.52, 0.36, 0.12
3315, -0.6, 1.44, 0.24
3316, -0.6, 4.84, 0.44
3317, -0.44, 1.44, 0.24
3318, -0.36, 0.36, 0.12
3319, -0.44, 2.56, 0.32
3320, -0.6, 1.96, 0.28
3321, -0.6, 2.56, 0.32
3322, -0.6, 1.44, 0.24
3323, -0.44, 0.36, 0.12
3324, -0.52, 0.04, 0.04
3325, -0.44, 0, 0
3326, -0.2, 0.16, 0.08
3327, -0.52, 1.96, 0.28
3328, -0.28, 0.16, 0.08
3329, -0.44, 0.36, -0.12
3330, -0.44, 0.16, 0.08
3331, -0.52, 0.04, 0.04
3332, -0.44, 0.64, -0.16
3333, -0.44, 0.64, -0.16
3334, -0.52, 1.44, -0.24
3335, -0.68, 2.56, -0.32
3336, -0.76, 2.56, -0.32
3337, -0.52, 0.04, 0.04
3338, -0.52, 2.56, -0.32
3339, -0.44, 5.76, -0.48
3340, -0.44, 5.76, -0.48
3341, -0.2, 1.96, -0.28
3342, -0.2, 1.96, -0.28
3343, -0.28, 1, -0.2
3344, -0.44, 2.56, -0.32
3345, -0.36, 1.96, -0.28
3346, -0.36, 3.24, -0.36
3347, -0.36, 0, 0
3348, -0.2, 1, 0.2
3349, -0.36, 3.24, 0.36
3350, -0.52, 4, 0.4
3351, -0.6, 1.96, 0.28
3352, -0.68, 1.44, 0.24
3353, -0.36, 0, 0
3354, -0.44, 0.36, -0.12
3355, -0.28, 0.04, 0.04
3356, -0.52, 0.16, 0.08
3357, -0.68, 0.36, 0.12
3358, -0.6, 0.64, 0.16
3359, -0.6, 3.24, 0.36
3360, -0.6, 7.84, 0.56
3361, -0.68, 12.96, 0.72
3362, -0.52, 7.84, 0.56
3363, -0.52, 2.56, 0.32
3364, -0.44, 1.96, 0.28
3365, -0.28, 1.96, 0.28
3366, -0.68, 1.96, 0.28
3367, -0.6, 0.04, -0.04
3368, -0.28, 0.16, -0.08
3369, -0.36, 0.36, -0.12
3370, -0.2, 0.36, 0.12
3371, -0.36, 0.36, 0.12
3372, -0.2, 0.16, 0.08
3373, -0.36, 0, 0
3374, -0.36, 0.04, 0.04
3375, -0.28, 0.16, -0.08
3376, -0.28, 1.96, -0.28
3377, -0.52, 2.56, -0.32
3378, -0.52, 0.36, -0.12
3379, -0.44, 0.36, -0.12
3380, -0.52, 0.04, 0.04
3381, -0.36, 0.16, -0.08
3382, -0.44, 0.16, -0.08
3383, -0.36, 1.44, -0.24
3384, -0.44, 0.36, -0.12
3385, -0.6, 0.16, -0.08
3386, -0.44, 1.44, 0.24
3387, -0.44, 0.36, -0.12
3388, -0.44, 0.36, -0.12
3389, -0.52, 4, -0.4
3390, -0.36, 2.56, -0.32
3391, -0.44, 0.64, -0.16
3392, -0.28, 0.16, -0.08
3393, -0.52, 1, -0.2
3394, -0.6, 1.44, -0.24
3395, -0.76, 0.16, -0.08
3396, -0.44, 0.64, -0.16
3397, -0.44, 0.16, -0.08
3398, -0.28, 0.64, -0.16
3399, -0.36, 1, -0.2
3400, -0.36, 0.16, -0.08
3401, -0.36, 0.16, -0.08
3402, -0.52, 1, -0.2
3403, -0.68, 0, 0
3404, -0.44, 0, 0
3405, -0.36, 0.64, -0.16
3406, -0.36, 0.16, 0.08
3407, -0.28, 1, 0.2
3408, -0.6, 1, 0.2
3409, -0.68, 0.36, 0.12
3410, -0.52, 1.44, 0.24
3411, -0.2, 0.64, 0.16
3412, -0.44, 1.44, 0.24
3413, -0.36, 1, 0.2
3414, -0.52, 1.44, 0.24
3415, -0.44, 0.64, 0.16
3416, -0.36, 0.04, -0.04
3417, -0.44, 0.36, -0.12
3418, -0.52, 0.64, -0.16
3419, -0.44, 1, 0.2
3420, -0.6, 1.44, 0.24
3421, -0.44, 2.56, 0.32
3422, -0.36, 1.44, 0.24
3423, -0.52, 1, 0.2
3424, -0.36, 0.36, 0.12
3425, -0.36, 0.04, 0.04
3426, -0.6, 0.04, 0.04
3427, -0.52, 0.16, -0.08
3428, -0.44, 1.44, -0.24
3429, -0.52, 1, -0.2
3430, -0.6, 0.16, -0.08
3431, -0.52, 1.44, -0.24
3432, -0.28, 1.96, -0.28
3433, -0.44, 3.24, -0.36
3434, -0.68, 7.84, -0.56
3435, -0.44, 1.44, -0.24
3436, -0.52, 1.96, -0.28
3437, -0.6, 1.44, -0.24
3438, -0.52, 0.64, -0.16
3439, -0.44, 0.64, -0.16
3440, -0.44, 1.96, -0.28
3441, -0.36, 1.44, -0.24
3442, -0.44, 1.44, -0.24
3443, -0.04, 1.44, -0.24
3444, -0.28, 0.04, 0.04
3445, -0.36, 1.44, -0.24
3446, -0.36, 6.76, -0.52
3447, -0.44, 7.84, -0.56
3448, -0.52, 3.24, -0.36
3449, -0.44, 0.64, -0.16
3450, -0.36, 1.44, -0.24
3451, -0.52, 5.76, -0.48
3452, -0.36, 1.96, -0.28
3453, -0.52, 3.24, -0.36
3454, -0.52, 1.44, -0.24
3455, -0.28, 1, -0.2
3456, -0.44, 1.44, -0.24
3457, -0.36, 0, 0
3458, -0.36, 0.16, -0.08
3459, -0.44, 2.56, -0.32
3460, -0.36, 1.44, -0.24
3461, -0.6, 7.84, -0.56
3462, -0.44, 2.56, -0.32
3463, -0.44, 4.84, -0.44
3464, -0.6, 5.76, -0.48
3465, -0.6, 0.16, -0.08
3466, -0.6, 0.04, -0.04
3467, -0.52, 0.04, 0.04
3468, -0.36, 1, 0.2
3469, -0.44, 1.96, 0.28
3470, -0.44, 0.64, 0.16
3471, -0.44, 6.76, 0.52
3472, -0.6, 7.84, 0.56
3473, -0.2, 1, 0.2
3474, -0.36, 3.24, 0.36
3475, -0.44, 4, 0.4
3476, -0.36, 2.56, 0.32
3477, -0.6, 1, 0.2
3478, -0.44, 0.36, 0.12
3479, -0.44, 0.36, 0.12
3480, -0.36, 1, -0.2
3481, -0.36, 0.04, -0.04
3482, -0.52, 1, -0.2
3483, -0.36, 1, 0.2
3484, -0.44, 1.96, 0.28
3485, -0.44, 2.56, 0.32
3486, -0.6, 2.56, 0.32
3487, -0.52, 0.64, 0.16
3488, -0.6, 0.64, 0.16
3489, -0.52, 1.44, 0.24
3490, -0.6, 0.36, -0.12
3491, -0.44, 0.04, -0.04
3492, -0.36, 0.04, 0.04
3493, -0.44, 0, 0
3494, -0.52, 1.44, 0.24
3495, -0.44, 0, 0
3496, -0.44, 1, 0.2
3497, -0.44, 0.36, 0.12
3498, -0.6, 0.16, -0.08
3499, -0.36, 0.04, 0.04
3500, -0.36, 1, 0.2
3501, -0.44, 0.04, 0.04
3502, -0.68, 0.16, -0.08
3503, -0.44, 0, 0
3504, -0.52, 0, 0
3505, -0.6, 0.36, -0.12
3506, -0.6, 0.64, -0.16
3507, -0.6, 0.04, 0.04
3508, -0.44, 0.04, -0.04
3509, -0.44, 0.64, -0.16
3510, -0.52, 4, -0.4
3511, -0.36, 4, -0.4
3512, -0.36, 0.04, -0.04
3513, -0.52, 0.04, -0.04
3514, -0.44, 0.04, 0.04
3515, -0.76, 2.56, 0.32
3516, -0.68, 0.36, 0.12
3517, -0.36, 1.44, 0.24
3518, -0.36, 0, 0
3519, -0.44, 0, 0
3520, -0.52, 0.64, 0.16
3521, -0.52, 0, 0
3522, -0.36, 0.16, 0.08
3523, -0.52, 1, 0.2
3524, -0.2, 0.36, 0.12
3525, -0.44, 1.44, 0.24
3526, -0.44, 3.24, 0.36
3527, -0.52, 3.24, 0.36
3528, -0.6, 6.76, 0.52
3529, -0.36, 0.64, 0.16
3530, -0.44, 1.96, 0.28
3531, -0.28, 1, 0.2
3532, -0.36, 0.36, 0.12
3533, -0.28, 0.16, -0.08
3534, -0.44, 0, 0
3535, -0.44, 0.36, 0.12
3536, -0.44, 0, 0
3537, -0.76, 0.04, 0.04
3538, -0.36, 0, 0
3539, -0.44, 0.16, 0.08
3540, -0.52, 1, 0.2
3541, -0.6, 2.56, 0.32
3542, -0.44, 0.36, 0.12
3543, -0.52, 0.04, -0.04
3544, -0.6, 0.36, 0.12
3545, -0.44, 0.16, 0.08
3546, -0.44, 2.56, -0.32
3547, -0.6, 4, -0.4
3548, -0.6, 2.56, -0.32
3549, -0.52, 4, -0.4
3550, -0.44, 0.64, -0.16
3551, -0.36, 0.16, -0.08
3552, -0.36, 1, -0.2
3553, -0.36, 0.36, -0.12
3554, -0.36, 1.44, -0.24
3555, -0.36, 1.44, -0.24
3556, -0.44, 0.36, -0.12
3557, -0.52, 1, 0.2
3558, -0.44, 1.44, -0.24
3559, -0.44, 2.56, -0.32
3560, -0.36, 3.24, -0.36
3561, -0.44, 4, -0.4
3562, -0.6, 5.76, -0.48
3563, -0.6, 3.24, -0.36
3564, -0.6, 4, -0.4
3565, -0.44, 1.96, -0.28
3566, -0.52, 5.76, -0.48
3567, -0.44, 0.64, -0.16
3568, -0.44, 0, 0
3569, -0.6, 1, -0.2
3570, -0.44, 0.36, -0.12
3571, -0.52, 0, 0
3572, -0.52, 0.04, 0.04
3573, -0.28, 1.44, 0.24
3574, -0.28, 1.96, 0.28
3575, -0.44, 1.96, 0.28
3576, -0.44, 7.84, 0.56
3577, -0.28, 2.56, 0.32
3578, -0.68, 4, 0.4
3579, -0.52, 3.24, 0.36
3580, -0.44, 0.64, 0.16
3581, -0.52, 0, 0
3582, -0.6, 0.04, 0.04
3583, -0.6, 0.04, 0.04
3584, -0.52, 0.36, 0.12
3585, -0.28, 1, 0.2
3586, -0.36, 1, 0.2
3587, -0.44, 0.36, 0.12
3588, -0.44, 0.36, 0.12
3589, -0.28, 0.36, 0.12
3590, -0.6, 0.16, 0.08
3591, -0.52, 0, 0
3592, -0.6, 0.36, 0.12
3593, -0.44, 0.16, 0.08
3594, -0.36, 0.16, -0.08
3595, -0.28, 0.36, 0.12
3596, -0.36, 0.16, 0.08
3597, -0.52, 0, 0
3598, -0.28, 0.16, 0.08
3599, -0.28, 3.24, 0.36
3600, -0.52, 2.56, 0.32
3601, -0.68, 1.44, 0.24
3602, -0.6, 0.36, 0.12
3603, -0.44, 0, 0
3604, -0.52, 0, 0
3605, -0.52, 0.64, -0.16
3606, -0.76, 1, -0.2
3607, -0.52, 0.64, -0.16
3608, -0.36, 0.36, -0.12
3609, -0.2, 0.16, -0.08
3610, -0.44, 0.36, -0.12
3611, -0.44, 0.16, 0.08
3612, -0.6, 0.36, 0.12
3613, -0.52, 0.04, -0.04
3614, -0.52, 0.04, -0.04
3615, -0.6, 0.36, -0.12
3616, -0.36, 0.16, -0.08
3617, -0.36, 3.24, -0.36
3618, -0.44, 3.24, -0.36
3619, -0.44, 0.16, -0.08
3620, -0.36, 0.04, -0.04
3621, -0.2, 0, 0
3622, -0.44, 0.64, 0.16
3623, -0.36, 0.64, 0.16
3624, -0.36, 0.64, 0.16
3625, -0.36, 0.04, 0.04
3626, -0.44, 1, 0.2
3627, -0.52, 2.56, 0.32
3628, -0.2, 0.64, 0.16
3629, -0.28, 0.64, 0.16
3630, -0.28, 0.36, 0.12
3631, -0.36, 0, 0
3632, -0.36, 0.36, 0.12
3633, -0.36, 0.04, 0.04
3634, -0.36, 0.16, 0.08
3635, -0.44, 0.04, -0.04
3636, -0.44, 1, -0.2
3637, -0.52, 5.76, -0.48
3638, -0.52, 12.96, -0.72
3639, -0.28, 3.24, -0.36
3640, -0.52, 3.24, -0.36
3641, -0.44, 5.76, -0.48
3642, -0.52, 6.76, -0.52
3643, -0.6, 6.76, -0.52
3644, -0.52, 7.84, -0.56
3645, -0.44, 4.84, -0.44
3646, -0.6, 5.76, -0.48
3647, -0.2, 1.96, -0.28
3648, -0.52, 0.04, -0.04
3649, -0.36, 0.36, -0.12
3650, -0.28, 0.04, 0.04
3651, -0.36, 1, 0.2
3652, -0.28, 1.96, 0.28
3653, -0.68, 1.96, 0.28
3654, -0.52, 1.96, 0.28
3655, -0.44, 1.96, 0.28
3656, -0.52, 1.96, 0.28
3657, -0.44, 0.64, 0.16
3658, -0.28, 3.24, 0.36
3659, -0.44, 4.84, 0.44
3660, -0.44, 1, 0.2
3661, -0.6, 2.56, 0.32
3662, -0.44, 3.24, 0.36
3663, -0.2, 0, 0
3664, -0.36, 0.04, -0.04
3665, -0.36, 0.04, 0.04
3666, -0.6, 0.16, -0.08
3667, -0.36, 0.04, -0.04
3668, -0.44, 0.16, -0.08
3669, -0.28, 0.16, 0.08
3670, -0.44, 0.04, -0.04
3671, -0.6, 1.96, -0.28
3672, -0.52, 3.24, -0.36
3673, -0.36, 1.96, -0.28
3674, -0.36, 0.16, -0.08
3675, -0.12, 0.16, 0.08
3676, -0.52, 3.24, 0.36
3677, -0.44, 0.64, 0.16
3678, -0.44, 0.36, 0.12
3679, -0.44, 2.56, 0.32
3680, -0.44, 2.56, 0.32
3681, -0.44, 0, 0
3682, -0.36, 0.64, -0.16
3683, -0.36, 1.96, -0.28
3684, -0.44, 1.44, -0.24
3685, -0.52, 1.96, -0.28
3686, -0.44, 1.96, -0.28
3687, -0.6, 1.96, -0.28
3688, -0.44, 1.96, -0.28
3689, -0.52, 2.56, -0.32
3690, -0.52, 5.76, -0.48
3691, -0.36, 4.84, -0.44
3692, -0.52, 9, -0.6
3693, -0.6, 4.84, -0.44
3694, -0.52, 4.84, -0.44
3695, -0.44, 7.84, -0.56
3696, -0.6, 2.56, -0.32
3697, -0.52, 4, -0.4
3698, -0.44, 3.24, -0.36
3699, -0.44, 1.96, -0.28
3700, -0.44, 0.04, -0.04
3701, -0.6, 1.44, -0.24
3702, -0.52, 1.44, -0.24
3703, -0.36, 3.24, -0.36
3704, -0.28, 0.64, -0.16
3705, -0.28, 1, -0.2
3706, -0.44, 1.44, -0.24
3707, -0.44, 0.36, -0.12
3708, -0.52, 0.04, -0.04
3709, -0.52, 0, 0
3710, -0.44, 1, 0.2
3711, -0.36, 0.64, 0.16
3712, -0.52, 1.44, 0.24
3713, -0.44, 0.16, 0.08
3714, -0.76, 0.36, 0.12
3715, -0.36, 0.36, 0.12
3716, -0.44, 1.96, 0.28
3717, -0.52, 2.56, 0.32
3718, -0.52, 1.96, 0.28
3719, -0.28, 0.64, 0.16
3720, -0.36, 0.36, 0.12
3721, -0.28, 0.16, 0.08
3722, -0.44, 0.04, 0.04
3723, -0.44, 0.04, 0.04
3724, -0.36, 0.04, 0.04
3725, -0.52, 0.16, -0.08
3726, -0.6, 0.04, 0.04
3727, -0.44, 0.36, -0.12
3728, -0.44, 0.36, -0.12
3729, -0.6, 0.36, -0.12
3730, -0.6, 0.64, -0.16
3731, -0.6, 3.24, -0.36
3732, -0.52, 4.84, -0.44
3733, -0.6, 1, -0.2
3734, -0.52, 1, 0.2
3735, -0.44, 2.56, 0.32
3736, -0.44, 3.24, 0.36
3737, -0.36, 4.84, 0.44
3738, -0.84, 10.24, 0.64
3739, -0.52, 1.96, 0.28
3740, -0.52, 0.04, 0.04
3741, -0.44, 0.64, 0.16
3742, -0.52, 0.64, 0.16
3743, -0.52, 1.44, 0.24
3744, -0.44, 0.36, 0.12
3745, -0.52, 3.24, 0.36
3746, -0.52, 0.64, 0.16
3747, -0.52, 0.64, 0.16
3748, -0.44, 1.96, 0.28
3749, -0.44, 1.96, 0.28
3750, -0.44, 3.24, 0.36
3751, -0.36, 1, 0.2
3752, -0.12, 0.64, 0.16
3753, -0.44, 0.04, 0.04
3754, -0.6, 1.44, 0.24
3755, -0.36, 1.44, 0.24
3756, -0.12, 0.04, -0.04
3757, -0.44, 0, 0
3758, -0.52, 1.44, -0.24
3759, -0.44, 0.64, -0.16
3760, -0.6, 1.44, -0.24
3761, -0.6, 1, -0.2
3762, -0.6, 3.24, -0.36
3763, -0.52, 3.24, -0.36
3764, -0.6, 4, -0.4
3765, -0.52, 1, -0.2
3766, -0.6, 0.04, -0.04
3767, -0.6, 0.64, 0.16
3768, -0.68, 0.36, 0.12
3769, -0.68, 0.16, -0.08
3770, -0.68, 0.64, -0.16
3771, -0.76, 0.64, -0.16
3772, -0.6, 0.04, -0.04
3773, -0.68, 0.16, 0.08
3774, -0.6, 0.16, 0.08
3775, -0.52, 0.04, 0.04
3776, -0.28, 0.64, 0.16
3777, -0.44, 0.36, 0.12
3778, -0.44, 0.36, 0.12
3779, -0.6, 0.04, -0.04
3780, -0.68, 0.64, -0.16
3781, -0.44, 1, -0.2
3782, -0.44, 1, -0.2
3783, -0.44, 0.04, -0.04
3784, -0.52, 0, 0
3785, -0.68, 0.64, -0.16
3786, -0.28, 0, 0
3787, -0.44, 0, 0
3788, -0.6, 0.64, 0.16
3789, -0.52, 0.16, 0.08
3790, -0.28, 0.16, -0.08
3791, -0.28, 0.16, 0.08
3792, -0.2, 1.44, 0.24
3793, -0.44, 2.56, 0.32
3794, -0.44, 2.56, 0.32
3795, -0.52, 1.96, 0.28
3796, -0.36, 0.16, 0.08
3797, -0.28, 0.36, -0.12
3798, -0.36, 1.44, -0.24
3799, -0.28, 0.04, -0.04
3800, -0.76, 0, 0
3801, -0.76, 1, 0.2
3802, -0.76, 5.76, 0.48
3803, -0.44, 2.56, 0.32
3804, -0.36, 0.04, -0.04
3805, -0.36, 0.16, 0.08
3806, -0.36, 0.16, 0.08
3807, -0.44, 0.64, 0.16
3808, -0.44, 0.04, 0.04
3809, 0.12, 0.04, 0.04
3810, -0.12, 1, 0.2
3811, -0.36, 0.16, 0.08
3812, -0.36, 0.04, 0.04
3813, -0.36, 0.36, 0.12
3814, -0.6, 1.96, 0.28
3815, -0.76, 4, 0.4
3816, -0.52, 3.24, 0.36
3817, -0.52, 0.04, 0.04
3818, -0.44, 0.36, -0.12
3819, -0.52, 1, -0.2
3820, -0.6, 3.24, -0.36
3821, -0.44, 1, -0.2
3822, -0.44, 0.04, -0.04
3823, -0.52, 0.64, -0.16
3824, -0.36, 0.16, 0.08
3825, -0.68, 1, 0.2
3826, -0.36, 1.96, 0.28
3827, -0.6, 1, 0.2
3828, -0.36, 1, 0.2
3829, -0.36, 0, 0
3830, -0.52, 3.24, 0.36
3831, -0.68, 2.56, 0.32
3832, -0.6, 0.04, 0.04
3833, -0.52, 1.44, -0.24
3834, -0.36, 0.36, 0.12
3835, -0.44, 0, 0
3836, -0.28, 0.36, 0.12
3837, -0.52, 0.04, -0.04
3838, -0.44, 0.04, -0.04
3839, -0.68, 1, -0.2
3840, -0.68, 0.16, 0.08
3841, -0.44, 0.16, -0.08
3842, -0.44, 0.04, 0.04
3843, -0.28, 0.16, 0.08
3844, -0.6, 0.36, 0.12
3845, -0.68, 5.76, 0.48
3846, -0.52, 1.44, 0.24
3847, -0.68, 1.96, 0.28
3848, -0.6, 2.56, 0.32
3849, -0.52, 1, 0.2
3850, -0.36, 0.04, -0.04
3851, -0.28, 0.16, 0.08
3852, -0.28, 0.16, 0.08
3853, -0.52, 0.36, -0.12
3854, -0.44, 1.44, -0.24
3855, -0.52, 1, -0.2
3856, -0.36, 3.24, -0.36
3857, -0.36, 4.84, -0.44
3858, -0.6, 4.84, -0.44
3859, -0.28, 1, -0.2
3860, -0.52, 0.36, -0.12
3861, -0.52, 0.36, -0.12
3862, -0.36, 1, -0.2
3863, -0.44, 0, 0
3864, -0.44, 0.64, 0.16
3865, -0.52, 0.16, 0.08
3866, -0.28, 1.96, 0.28
3867, -0.44, 1.96, 0.28
3868, -0.44, 4.84, 0.44
3869, -0.44, 0.16, -0.08
3870, -0.36, 0.16, 0.08
3871, -0.52, 0.36, -0.12
3872, -0.36, 0.16, -0.08
3873, -0.2, 0.64, -0.16
3874, -0.52, 1.96, -0.28
3875, -0.6, 0.36, -0.12
3876, -0.36, 0.64, -0.16
3877, -0.2, 0.64, -0.16
3878, -0.2, 0.04, 0.04
3879, -0.36, 0.36, 0.12
3880, -0.52, 0.16, -0.08
3881, -0.6, 1.44, 0.24
3882, -0.44, 1, 0.2
3883, -0.44, 0.64, 0.16
3884, -0.28, 0.16, 0.08
3885, -0.52, 0.04, -0.04
3886, -0.44, 0.16, 0.08
3887, -0.52, 0.16, -0.08
3888, -0.52, 1.44, -0.24
3889, -0.52, 5.76, -0.48
3890, -0.44, 4.84, -0.44
3891, -0.52, 4.84, -0.44
3892, -0.36, 2.56, -0.32
3893, -0.52, 1.96, -0.28
3894, -0.44, 4, -0.4
3895, -0.52, 0.64, -0.16
3896, -0.28, 0.04, -0.04
3897, -0.28, 0.64, -0.16
3898, -0.36, 0.04, -0.04
3899, -0.6, 2.56, -0.32
3900, -0.44, 1.44, -0.24
3901, -0.52, 0.36, 0.12
3902, -0.52, 1, 0.2
3903, -0.44, 0.64, -0.16
3904, -0.6, 1.96, -0.28
3905, -0.44, 0.36, -0.12
3906, -0.52, 0.36, -0.12
3907, -0.44, 1.44, -0.24
3908, -0.6, 1, -0.2
3909, -0.6, 0.64, -0.16
